"Timestamp","1. What is your country of origin or ancestral background?","2. How many years have you lived continuously in the Netherlands?","3. What is your current employment status?","4. What is your estimated annual household income (before taxes)?","5. How would you describe your housing situation in the Netherlands?","6. Do you currently send remittances to your country of origin?","7. On average, what percentage of your monthly income do you send as remittances?","8. What channels do you primarily use to send remittances? (Select all that apply)","9. What factors most influence your choice of remittance channel? 
Rate each from 1 (Not at all important) to 5 (Extremely important) [Lower fees]","9. What factors most influence your choice of remittance channel? 
Rate each from 1 (Not at all important) to 5 (Extremely important) [Exchange rate offered]","9. What factors most influence your choice of remittance channel? 
Rate each from 1 (Not at all important) to 5 (Extremely important) [Speed of transfer]","9. What factors most influence your choice of remittance channel? 
Rate each from 1 (Not at all important) to 5 (Extremely important) [Security and reliability]","9. What factors most influence your choice of remittance channel? 
Rate each from 1 (Not at all important) to 5 (Extremely important) [Convenience and ease of use]","9. What factors most influence your choice of remittance channel? 
Rate each from 1 (Not at all important) to 5 (Extremely important) [Trust in the service provider]","10. What is the primary purpose of the remittances you send? (Select all that apply)","11. To what extent do you monitor exchange rates when planning your remittance transfers?","12. Have you noticed a relationship between your remittance sending and exchange rate fluctuations?","13. Based on your knowledge and experience, how do you evaluate the following aspects of financial stability in relation to remittance flows:

A. Changes in banking indicators during high remittance outflows
Rate from 1 (Significant decrease) to 5 (Significant increase), or mark N/A  [Bank liquidity ratios in your community’s preferred banks]","13. Based on your knowledge and experience, how do you evaluate the following aspects of financial stability in relation to remittance flows:

A. Changes in banking indicators during high remittance outflows
Rate from 1 (Significant decrease) to 5 (Significant increase), or mark N/A  [Dutch banks’ interest rates on deposits]","13. Based on your knowledge and experience, how do you evaluate the following aspects of financial stability in relation to remittance flows:

A. Changes in banking indicators during high remittance outflows
Rate from 1 (Significant decrease) to 5 (Significant increase), or mark N/A  [Banks' lending activity to migrant communities]","13. Based on your knowledge and experience, how do you evaluate the following aspects of financial stability in relation to remittance flows:

A. Changes in banking indicators during high remittance outflows
Rate from 1 (Significant decrease) to 5 (Significant increase), or mark N/A  [Financial institution service fees for international transfers]","B. Effects on exchange rate aspects during high remittance outflows
Rate from 1 (Significant decrease) to 5 (Significant increase), or mark N/A [Exchange rate volatility between Euro and your home currency]","B. Effects on exchange rate aspects during high remittance outflows
Rate from 1 (Significant decrease) to 5 (Significant increase), or mark N/A [Spread between official and market exchange rates]","B. Effects on exchange rate aspects during high remittance outflows
Rate from 1 (Significant decrease) to 5 (Significant increase), or mark N/A [Purchasing power of Euro against your home currency]","14. Considering the impact of your remittances on the recipient country (e.g., Turkey, Morocco): 

A. How do you believe your remittances affect the following in your home country?
Rate from 1 (Strong negative impact) to 5 (Strong positive impact), or mark N/A
 [Financial system stability in recipient country]","14. Considering the impact of your remittances on the recipient country (e.g., Turkey, Morocco): 

A. How do you believe your remittances affect the following in your home country?
Rate from 1 (Strong negative impact) to 5 (Strong positive impact), or mark N/A
 [Exchange rate stability of local currency]","14. Considering the impact of your remittances on the recipient country (e.g., Turkey, Morocco): 

A. How do you believe your remittances affect the following in your home country?
Rate from 1 (Strong negative impact) to 5 (Strong positive impact), or mark N/A
 [Recipient household economic welfare]","14. Considering the impact of your remittances on the recipient country (e.g., Turkey, Morocco): 

A. How do you believe your remittances affect the following in your home country?
Rate from 1 (Strong negative impact) to 5 (Strong positive impact), or mark N/A
 [Local community development]","14. Considering the impact of your remittances on the recipient country (e.g., Turkey, Morocco): 

A. How do you believe your remittances affect the following in your home country?
Rate from 1 (Strong negative impact) to 5 (Strong positive impact), or mark N/A
 [Inequality among receiving vs. non-receiving households]","B. When determining your remittance amount and frequency, how important are these recipient country factors?
Rate from 1 (Not at all important) to 5 (Extremely important)
 [Economic conditions in recipient country]","B. When determining your remittance amount and frequency, how important are these recipient country factors?
Rate from 1 (Not at all important) to 5 (Extremely important)
 [Exchange rate between Euro and recipient currency]","B. When determining your remittance amount and frequency, how important are these recipient country factors?
Rate from 1 (Not at all important) to 5 (Extremely important)
 [Financial regulations in recipient country]","B. When determining your remittance amount and frequency, how important are these recipient country factors?
Rate from 1 (Not at all important) to 5 (Extremely important)
 [Political stability in recipient country]","B. When determining your remittance amount and frequency, how important are these recipient country factors?
Rate from 1 (Not at all important) to 5 (Extremely important)
 [Financial needs of recipient household(s)]","15. Which of the following financial products/services do you currently use in the Netherlands? (Select all that apply)","16. To what extent has sending remittances affected your ability to build the following assets in the Netherlands?
Rate from 1 (Significantly reduced) to 5 (Significantly increased), or mark N/A [Housing/property ownership opportunities]","16. To what extent has sending remittances affected your ability to build the following assets in the Netherlands?
Rate from 1 (Significantly reduced) to 5 (Significantly increased), or mark N/A [Financial investments and savings]","16. To what extent has sending remittances affected your ability to build the following assets in the Netherlands?
Rate from 1 (Significantly reduced) to 5 (Significantly increased), or mark N/A [Emergency savings fund adequacy]","16. To what extent has sending remittances affected your ability to build the following assets in the Netherlands?
Rate from 1 (Significantly reduced) to 5 (Significantly increased), or mark N/A [Retirement savings accumulation]","16. To what extent has sending remittances affected your ability to build the following assets in the Netherlands?
Rate from 1 (Significantly reduced) to 5 (Significantly increased), or mark N/A [Education investment for yourself or family in NL]","16. To what extent has sending remittances affected your ability to build the following assets in the Netherlands?
Rate from 1 (Significantly reduced) to 5 (Significantly increased), or mark N/A [Business ownership or entrepreneurship in NL]","17. To what extent do you agree with the following statements about remittances and your financial situation?
Rate from 1 (Strongly disagree) to 5 (Strongly agree) [Remittances limit my personal financial security in the Netherlands]","17. To what extent do you agree with the following statements about remittances and your financial situation?
Rate from 1 (Strongly disagree) to 5 (Strongly agree) [Remittance obligations create financial pressure on my household]","17. To what extent do you agree with the following statements about remittances and your financial situation?
Rate from 1 (Strongly disagree) to 5 (Strongly agree) [Remittance expectations vary based on income levels among migrants]","17. To what extent do you agree with the following statements about remittances and your financial situation?
Rate from 1 (Strongly disagree) to 5 (Strongly agree) [Better financial services would help me balance remitting and saving]","18. Do you agree that remitting affects your children’s or future generations’ economic opportunities in the Netherlands?","19. Regarding the regulatory environment's impact on your financial decisions: 

A. How have the following regulations affected your remittance behavior and financial integration in the Netherlands?
Rate from 1 (Strongly negative effect) to 5 (Strongly positive effect), or mark N/A if unaware [Anti-money laundering requirements]","19. Regarding the regulatory environment's impact on your financial decisions: 

A. How have the following regulations affected your remittance behavior and financial integration in the Netherlands?
Rate from 1 (Strongly negative effect) to 5 (Strongly positive effect), or mark N/A if unaware [Dutch taxation policies]","19. Regarding the regulatory environment's impact on your financial decisions: 

A. How have the following regulations affected your remittance behavior and financial integration in the Netherlands?
Rate from 1 (Strongly negative effect) to 5 (Strongly positive effect), or mark N/A if unaware [Digital payment regulations]","B. To what extent do regulatory factors influence your:
Rate from 1 (No influence) to 5 (Strong influence) [Choice between formal vs. informal remittance channels]","B. To what extent do regulatory factors influence your:
Rate from 1 (No influence) to 5 (Strong influence) [Ability to access financial services in the Netherlands]","B. To what extent do regulatory factors influence your:
Rate from 1 (No influence) to 5 (Strong influence) [Decisions about saving versus remitting]","20. How effective do you consider the following policy interventions?
Rate from 1 (Not at all effective) to 5 (Extremely effective) [Reduced fees for formal remittance channels]","20. How effective do you consider the following policy interventions?
Rate from 1 (Not at all effective) to 5 (Extremely effective) [Financial literacy programs for migrant communities]","20. How effective do you consider the following policy interventions?
Rate from 1 (Not at all effective) to 5 (Extremely effective) [Matched savings programs for remittance senders]","20. How effective do you consider the following policy interventions?
Rate from 1 (Not at all effective) to 5 (Extremely effective) [Better digital remittance options]","20. How effective do you consider the following policy interventions?
Rate from 1 (Not at all effective) to 5 (Extremely effective) [Improved cybersecurity for digital transfers]","21. What do you perceive as the greatest barriers to financial inclusion for remittance-sending households in the Netherlands? (Select up to three)
","22. In your opinion, what specific improvements could make the remittance process more financially inclusive while reducing negative impacts on wealth accumulation in the Netherlands?"
"2025/06/01 5:59:02 pm GMT+5:30","Morocco","Less than 1 year","Unemployed","More than €75,000","Rental (social housing)","No, I do not send remittances","5–10%","Money transfer operators (e.g., Western Union, MoneyGram);Mobile money services;Hawala system","3","4","5","3","5","3","Supporting family's daily expenses;Healthcare costs;Cultural or religious obligations","Sometimes check rates","Not applicable","4","2","4","3","2","N/A","4","4","3","1","N/A","4","5","3","4","5","5","Regular savings account;Investment/securities account;Mortgage","4","2","3","N/A","4","5","2","5","5","4","Strongly agree – significantly limits advancement","N/A","4","2","3","4","1","3","5","4","4","2","High costs of financial services;Lack of financial knowledge;Time constraints","Mobile money solutions with lower fees and better connectivity to both Dutch financial systems and recipient country banking networks."
"2025/06/01 5:59:59 pm GMT+5:30","Morocco","1 to 5 years","Unemployed","More than €75,000","Rental (social housing)","Yes, rarely (once a year or less)","5–10%","Mobile money services","3","5","3","4","4","4","Repayment of debts","Rarely check rates","Yes, I send less when exchange rates are unfavorable","3","N/A","3","3","5","5","5","3","2","4","3","4","4","4","2","5","3","Personal loans","3","2","2","1","4","2","2","4","5","3","Strongly disagree – no limitation","4","2","5","5","3","3","5","3","5","4","3","Documentation requirements;Lack of financial knowledge","Better regulation of fintech companies to ensure competitive pricing while maintaining security. More competition leads to better services for consumers."
"2025/06/01 6:01:02 pm GMT+5:30","Nigeria","More than 10 years","Employed part-time","€10,001 – €30,000","Rental (social housing)","No, I do not send remittances","5–10%","Traditional bank transfer;Digital remittance platform (e.g., Wise, Remitly)","5","4","2","4","5","1","Educational expenses;Healthcare costs;Cultural or religious obligations","Sometimes check rates","Not applicable","4","4","3","5","5","4","2","4","5","5","5","4","2","1","3","4","4","Regular savings account;Mortgage","2","3","1","1","2","N/A","4","4","3","5","Neither agree nor disagree","2","N/A","3","4","3","5","4","5","3","3","4","Language barriers;High costs of financial services","Simplify the documentation requirements and reduce bureaucracy. Many migrants avoid formal channels due to complex paperwork and long processing times."
"2025/06/01 6:02:04 pm GMT+5:30","Morocco","Less than 1 year","Retired","Less than €10,000","Rental (social housing)","Yes, rarely (once a year or less)","11–20%","Traditional bank transfer;Money transfer operators (e.g., Western Union, MoneyGram)","4","5","4","5","4","2","Repayment of debts","Rarely check rates","Yes, I send more when exchange rates are favorable","N/A","3","N/A","3","3","3","N/A","3","1","4","4","N/A","5","5","3","5","4","Personal loans;Credit cards;Pension plans (beyond mandatory pension)","3","3","N/A","3","1","3","4","3","4","3","Neither agree nor disagree","5","1","3","1","4","1","3","5","3","4","5","Digital literacy challenges","Create tax incentives for migrants who maintain a balance between remittances and local savings or investments in Dutch financial products."
"2025/06/01 6:03:04 pm GMT+5:30","India","6 to 10 years","Employed part-time","€50,001 – €75,000","Rental (social housing)","Yes, occasionally (several times per year)","Not applicable","Traditional bank transfer;Money transfer operators (e.g., Western Union, MoneyGram)","2","3","4","3","5","3","Educational expenses","Not applicable","Yes, I send more when exchange rates are favorable","4","N/A","4","1","2","4","1","5","3","5","4","N/A","5","5","3","3","3","Regular savings account;Insurance products (beyond mandatory insurance)","2","3","2","5","1","5","5","4","5","4","Neither agree nor disagree","2","N/A","2","4","3","4","4","4","3","3","5","Lack of financial knowledge","Digital platforms need to be more user-friendly with multilingual support. Also, banks should provide financial education programs specifically for migrant communities."
"2025/06/01 6:04:06 pm GMT+5:30","Morocco","1 to 5 years","Retired","More than €75,000","Temporary accommodation","No, I do not send remittances","21–30%","Money transfer operators (e.g., Western Union, MoneyGram)","3","4","3","3","5","2","Healthcare costs","Sometimes check rates","Not sure","4","5","3","N/A","3","5","1","4","4","3","3","5","5","4","1","4","4","Investment/securities account;Personal loans","1","3","4","2","N/A","1","4","3","2","4","Disagree – has little impact","3","4","2","4","3","4","5","1","2","3","3","Language barriers;Cultural differences in financial practices;Limited operating hours","Partnership programs between Dutch banks and financial institutions in origin countries to provide seamless and affordable cross-border financial services."
"2025/06/01 6:05:07 pm GMT+5:30","Morocco","More than 10 years","Retired","€50,001 – €75,000","Rental (social housing)","Yes, rarely (once a year or less)","More than 30%","Digital remittance platform (e.g., Wise, Remitly);Mobile money services;Postal money orders","4","2","3","4","3","5","Supporting family's daily expenses","Often check rates but don’t always time transfers accordingly","Yes, I send less when exchange rates are unfavorable","5","5","4","4","2","3","3","4","5","4","N/A","4","5","4","2","2","5","Regular savings account;Personal loans","2","1","2","2","5","3","1","3","4","4","Not applicable","2","2","2","4","4","1","4","2","2","5","5","Language barriers;Documentation requirements;Cultural differences in financial practices","Flexible financial products that allow seasonal or income-based adjustments to both remittance schedules and local savings contributions."
"2025/06/01 6:06:09 pm GMT+5:30","Suriname","6 to 10 years","Freelancer","€30,001 – €50,000","Rental (private market)","No, I do not send remittances","Less than 5%","Traditional bank transfer","3","3","3","5","5","5","Supporting family's daily expenses;Savings in country of origin","Rarely check rates","Not applicable","3","2","N/A","4","5","N/A","3","5","4","2","4","5","4","5","5","5","5","Pension plans (beyond mandatory pension);Insurance products (beyond mandatory insurance)","3","2","1","N/A","4","5","5","4","4","5","Strongly agree – significantly limits advancement","N/A","1","3","3","2","3","5","4","4","5","4","Documentation requirements;Lack of financial knowledge;Credit history requirements","Improve transparency in exchange rates and fees. Hidden costs make it difficult to plan finances effectively between remitting and saving locally."
"2025/06/01 6:07:10 pm GMT+5:30","Suriname","More than 10 years","Employed part-time","Less than €10,000","Rental (private market)","No, I do not send remittances","21–30%","Traditional bank transfer;Digital remittance platform (e.g., Wise, Remitly);Money transfer operators (e.g., Western Union, MoneyGram);Postal money orders","5","2","4","5","4","4","Supporting family's daily expenses;Educational expenses;Cultural or religious obligations;Repayment of debts;Medical emergencies","Always monitor and time my transfers based on rates","Not sure","N/A","5","2","N/A","2","N/A","N/A","4","2","2","5","5","4","3","5","4","5","Regular savings account;Pension plans (beyond mandatory pension)","3","4","3","2","N/A","3","3","1","4","5","Disagree – has little impact","3","1","3","3","3","4","3","3","5","4","3","Lack of financial knowledge;Trust issues with institutions","Digital platforms need to be more user-friendly with multilingual support. Also, banks should provide financial education programs specifically for migrant communities."
"2025/06/01 6:08:11 pm GMT+5:30","Suriname","More than 10 years","Unemployed","€50,001 – €75,000","Rental (private market)","Yes, regularly (monthly or more frequently)","More than 30%","Digital remittance platform (e.g., Wise, Remitly);Mobile money services;Informal channels (e.g., carried by friends/family)","4","2","2","4","5","5","Supporting family's daily expenses;Investment in property/busines","Sometimes check rates","Not sure","5","5","N/A","4","4","1","5","4","5","5","5","4","5","4","1","3","4","None of the above","3","3","1","3","2","1","4","4","4","5","Agree – somewhat limits advancement","3","3","4","4","2","2","5","3","5","3","4","Language barriers;Discrimination in financial services;Time constraints","Simplify the documentation requirements and reduce bureaucracy. Many migrants avoid formal channels due to complex paperwork and long processing times."
"2025/06/01 6:09:11 pm GMT+5:30","Philippines","More than 10 years","On leave","Less than €10,000","Own home (fully paid)","Yes, occasionally (several times per year)","21–30%","Digital remittance platform (e.g., Wise, Remitly)","1","2","5","4","4","4","Educational expenses;Savings in country of origin;Cultural or religious obligations;Repayment of debts","Not applicable","Not applicable","4","4","5","3","2","3","4","4","2","5","3","3","5","3","4","3","3","Regular savings account;Investment/securities account","2","3","2","N/A","2","4","2","1","5","4","Neither agree nor disagree","5","2","2","5","4","5","4","5","4","5","4","Documentation requirements;Lack of financial knowledge;Time constraints","Develop integrated financial products that combine remittance services with wealth building tools like retirement savings or investment accounts in the Netherlands."
"2025/06/01 6:10:11 pm GMT+5:30","Ethiopia","1 to 5 years","Retired","€10,001 – €30,000","Own home (fully paid)","No, I do not send remittances","Not applicable","Mobile money services","5","3","4","4","4","5","Healthcare costs;Cultural or religious obligations","Not applicable","Yes, I send less when exchange rates are unfavorable","3","3","N/A","4","1","4","N/A","2","3","5","4","4","5","5","2","3","5","Personal loans;Credit cards","2","1","1","2","N/A","3","4","4","4","5","Strongly agree – significantly limits advancement","1","N/A","2","3","4","2","4","4","4","3","2","Lack of suitable financial products;High costs of financial services;Digital literacy challenges","Digital platforms need to be more user-friendly with multilingual support. Also, banks should provide financial education programs specifically for migrant communities."
"2025/06/01 6:11:13 pm GMT+5:30","Morocco","6 to 10 years","On leave","€10,001 – €30,000","Rental (social housing)","Yes, regularly (monthly or more frequently)","More than 30%","Digital remittance platform (e.g., Wise, Remitly);Mobile money services;Hawala system","5","5","5","1","2","4","Repayment of debts","Sometimes check rates","Yes, I send more when exchange rates are favorable","1","4","3","2","4","2","4","N/A","4","4","4","3","5","1","2","2","5","Mortgage;Personal loans;Credit cards","3","1","4","N/A","4","3","5","5","5","4","Disagree – has little impact","4","N/A","2","1","5","4","4","4","1","5","4","Language barriers;Documentation requirements;Lack of suitable financial products","Digital platforms need to be more user-friendly with multilingual support. Also, banks should provide financial education programs specifically for migrant communities."
"2025/06/01 6:12:17 pm GMT+5:30","India","More than 10 years","Volunteer","€50,001 – €75,000","Rental (social housing)","Yes, rarely (once a year or less)","5–10%","Money transfer operators (e.g., Western Union, MoneyGram)","4","2","4","1","3","3","Healthcare costs;Investment in property/busines;Cultural or religious obligations;Starting a business","Never consider exchange rates","Yes, I send more when exchange rates are favorable","3","1","3","5","3","2","3","4","4","2","5","N/A","2","1","1","3","4","Investment/securities account;Credit cards;Pension plans (beyond mandatory pension);Insurance products (beyond mandatory insurance)","3","1","2","4","4","N/A","3","4","5","5","Neither agree nor disagree","1","5","3","4","4","1","5","5","1","5","2","Language barriers;Documentation requirements;Lack of financial knowledge","Establish community-based financial counseling services that understand both remittance obligations and local wealth building opportunities."
"2025/06/01 6:13:20 pm GMT+5:30","Turkey","1 to 5 years","On leave","€10,001 – €30,000","Rental (private market)","I used to but no longer do","5–10%","Traditional bank transfer;Informal channels (e.g., carried by friends/family);Cryptocurrency","5","3","3","5","5","5","Educational expenses;Healthcare costs;Cultural or religious obligations;Repayment of debts","Sometimes check rates","Yes, I send less when exchange rates are unfavorable","N/A","N/A","N/A","1","4","4","3","1","4","N/A","2","4","3","3","5","5","5","Insurance products (beyond mandatory insurance)","2","1","5","3","3","3","4","3","4","4","Agree – somewhat limits advancement","3","4","5","5","2","4","5","1","1","5","3","Language barriers;Documentation requirements;Lack of financial knowledge","Establish community-based financial counseling services that understand both remittance obligations and local wealth building opportunities."
"2025/06/01 6:14:21 pm GMT+5:30","India","1 to 5 years","Unemployed","€30,001 – €50,000","Own home (with mortgage)","I used to but no longer do","21–30%","Traditional bank transfer;Digital remittance platform (e.g., Wise, Remitly)","4","4","1","5","3","4","Investment in property/busines","Sometimes check rates","Not applicable","3","5","N/A","3","5","5","4","N/A","3","1","5","4","4","3","5","1","5","Investment/securities account;Mortgage;Personal loans;Insurance products (beyond mandatory insurance)","2","3","3","2","N/A","4","3","5","5","5","Agree – somewhat limits advancement","2","3","N/A","2","2","3","5","3","3","4","3","Documentation requirements;High costs of financial services;Digital literacy challenges","Develop integrated financial products that combine remittance services with wealth building tools like retirement savings or investment accounts in the Netherlands."
"2025/06/01 6:15:23 pm GMT+5:30","Morocco","1 to 5 years","Freelancer","€50,001 – €75,000","Hotel/hostel","Yes, occasionally (several times per year)","5–10%","Digital remittance platform (e.g., Wise, Remitly);Money transfer operators (e.g., Western Union, MoneyGram);Informal channels (e.g., carried by friends/family);Hawala system","3","3","5","4","2","2","Savings in country of origin;Cultural or religious obligations;Repayment of debts","Not applicable","No, I send the same amount regardless of exchange rates","2","4","1","5","5","5","N/A","1","4","5","N/A","3","3","3","5","4","3","Mortgage;Personal loans;Credit cards","2","1","N/A","3","1","2","5","3","5","3","Agree – somewhat limits advancement","1","3","N/A","5","4","3","4","4","2","2","2","High costs of financial services;Cultural differences in financial practices;Discrimination in financial services","Partnership programs between Dutch banks and financial institutions in origin countries to provide seamless and affordable cross-border financial services."
"2025/06/01 6:16:27 pm GMT+5:30","Turkey","More than 10 years","Retired","Less than €10,000","Rental (social housing)","Yes, occasionally (several times per year)","5–10%","Traditional bank transfer;Money transfer operators (e.g., Western Union, MoneyGram);Mobile money services;Postal money orders","4","4","5","1","4","4","Savings in country of origin;Cultural or religious obligations;Repayment of debts","Rarely check rates","Not applicable","4","3","N/A","N/A","4","2","2","5","5","2","2","3","4","4","3","5","5","Mortgage;Pension plans (beyond mandatory pension);Insurance products (beyond mandatory insurance)","3","2","2","5","4","5","4","2","5","1","Agree – somewhat limits advancement","2","1","3","5","5","3","3","5","1","5","4","Language barriers;Lack of suitable financial products;Lack of financial knowledge","Mobile money solutions with lower fees and better connectivity to both Dutch financial systems and recipient country banking networks."
"2025/06/01 6:17:31 pm GMT+5:30","Egypt","6 to 10 years","Employed full-time","More than €75,000","Living with family/friends","I used to but no longer do","11–20%","Digital remittance platform (e.g., Wise, Remitly);Mobile money services","5","5","2","4","5","5","Educational expenses;Investment in property/busines;Savings in country of origin;Repayment of debts;Starting a business","Always monitor and time my transfers based on rates","Yes, I send more when exchange rates are favorable","3","N/A","5","5","3","N/A","5","3","3","4","4","3","3","4","3","5","5","Investment/securities account;Mortgage;Credit cards;Insurance products (beyond mandatory insurance)","3","2","1","2","2","5","1","4","5","3","Strongly agree – significantly limits advancement","1","3","N/A","4","2","2","3","5","3","4","4","Documentation requirements;Digital literacy challenges;Cultural differences in financial practices","Establish community-based financial counseling services that understand both remittance obligations and local wealth building opportunities."
"2025/06/01 6:18:33 pm GMT+5:30","Egypt","More than 10 years","Employed full-time","More than €75,000","Own home (fully paid)","Yes, rarely (once a year or less)","Less than 5%","Digital remittance platform (e.g., Wise, Remitly);Informal channels (e.g., carried by friends/family)","5","4","5","3","4","2","Investment in property/busines","Often check rates but don’t always time transfers accordingly","No, I send the same amount regardless of exchange rates","4","2","3","3","3","3","4","2","4","5","3","3","3","4","3","3","5","Regular savings account;Credit cards","3","2","2","2","3","4","1","1","3","3","Agree – somewhat limits advancement","1","4","4","2","4","4","4","3","3","4","3","Lack of financial knowledge","Partnership programs between Dutch banks and financial institutions in origin countries to provide seamless and affordable cross-border financial services."
"2025/06/01 6:19:33 pm GMT+5:30","Egypt","1 to 5 years","Retired","€10,001 – €30,000","Own home (fully paid)","Yes, rarely (once a year or less)","Not applicable","Digital remittance platform (e.g., Wise, Remitly);Money transfer operators (e.g., Western Union, MoneyGram);Mobile money services;Postal money orders","5","5","3","5","3","5","Healthcare costs;Cultural or religious obligations","Sometimes check rates","Not applicable","4","2","3","3","4","5","N/A","1","3","2","4","5","5","3","1","3","5","None of the above","1","1","3","1","5","2","5","4","5","5","Disagree – has little impact","3","1","N/A","5","4","4","3","3","3","2","3","Lack of suitable financial products;Lack of financial knowledge;Trust issues with institutions","Create matched savings accounts where the government or banks match a portion of what we save when we also send remittances. This would encourage both behaviors."
"2025/06/01 6:20:35 pm GMT+5:30","Morocco","6 to 10 years","Self-employed","€30,001 – €50,000","Rental (private market)","Yes, rarely (once a year or less)","11–20%","Traditional bank transfer;Mobile money services;Informal channels (e.g., carried by friends/family)","3","3","4","5","3","5","Healthcare costs;Savings in country of origin;Repayment of debts;Wedding expenses","Not applicable","No, I send the same amount regardless of exchange rates","N/A","3","2","N/A","4","3","N/A","2","4","4","4","2","3","2","5","3","4","Regular savings account;Investment/securities account;Credit cards;Pension plans (beyond mandatory pension)","4","2","3","3","4","N/A","5","4","4","3","Not applicable","4","3","2","5","1","4","4","5","3","5","3","Documentation requirements;Digital literacy challenges;Cultural differences in financial practices","Digital platforms need to be more user-friendly with multilingual support. Also, banks should provide financial education programs specifically for migrant communities."
"2025/06/01 6:21:36 pm GMT+5:30","Bangladesh","More than 10 years","Student","€50,001 – €75,000","Rental (social housing)","Yes, occasionally (several times per year)","11–20%","Digital remittance platform (e.g., Wise, Remitly);Informal channels (e.g., carried by friends/family);Cash delivery services","1","4","3","2","5","3","Investment in property/busines","Often check rates but don’t always time transfers accordingly","Not sure","3","2","4","3","2","3","N/A","N/A","3","2","4","4","4","4","3","3","5","Regular savings account;Investment/securities account;Personal loans;Pension plans (beyond mandatory pension)","2","1","N/A","3","3","N/A","2","3","5","2","Strongly disagree – no limitation","3","N/A","3","3","5","3","5","4","4","5","3","Lack of suitable financial products;Lack of financial knowledge","Flexible financial products that allow seasonal or income-based adjustments to both remittance schedules and local savings contributions."
"2025/06/01 6:22:32 pm GMT+5:30","Kenya","More than 10 years","Freelancer","More than €75,000","Temporary accommodation","I used to but no longer do","5–10%","Digital remittance platform (e.g., Wise, Remitly);Money transfer operators (e.g., Western Union, MoneyGram)","4","4","4","4","4","1","Savings in country of origin","Rarely check rates","Yes, I send more when exchange rates are favorable","1","3","5","N/A","5","1","4","4","4","5","4","4","4","4","3","2","5","Investment/securities account","3","1","1","2","4","N/A","3","4","3","4","Agree – somewhat limits advancement","4","1","3","3","3","1","2","2","1","4","4","Language barriers;Cultural differences in financial practices;Discrimination in financial services","Partnership programs between Dutch banks and financial institutions in origin countries to provide seamless and affordable cross-border financial services."
"2025/06/01 6:23:28 pm GMT+5:30","India","1 to 5 years","Student","€50,001 – €75,000","Rental (private market)","Yes, rarely (once a year or less)","Not applicable","Digital remittance platform (e.g., Wise, Remitly);Mobile money services","5","5","1","4","2","3","Supporting family's daily expenses;Cultural or religious obligations;Repayment of debts","Never consider exchange rates","Yes, I send more when exchange rates are favorable","5","N/A","4","3","4","4","3","4","3","5","5","3","3","2","3","2","5","None of the above","2","1","4","4","3","5","4","5","4","3","Strongly agree – significantly limits advancement","3","1","3","1","2","3","5","4","2","2","3","Documentation requirements;Lack of suitable financial products","Create tax incentives for migrants who maintain a balance between remittances and local savings or investments in Dutch financial products."
"2025/06/01 6:24:28 pm GMT+5:30","Turkey","1 to 5 years","Student","€10,001 – €30,000","Rental (social housing)","No, I do not send remittances","Not applicable","Traditional bank transfer;Informal channels (e.g., carried by friends/family)","4","4","3","3","4","4","Supporting family's daily expenses;Educational expenses;Healthcare costs","Not applicable","Yes, I send less when exchange rates are unfavorable","5","3","4","5","N/A","3","3","5","2","5","2","5","4","2","2","4","4","None of the above","3","3","N/A","2","N/A","3","3","5","4","5","Strongly agree – significantly limits advancement","2","N/A","3","5","3","5","5","5","4","5","3","Lack of suitable financial products;Digital literacy challenges","Create tax incentives for migrants who maintain a balance between remittances and local savings or investments in Dutch financial products."
"2025/06/01 6:25:29 pm GMT+5:30","Suriname","More than 10 years","Employed full-time","€10,001 – €30,000","Own home (fully paid)","Yes, occasionally (several times per year)","21–30%","Mobile money services;Informal channels (e.g., carried by friends/family)","4","3","2","3","5","3","Healthcare costs;Savings in country of origin","Sometimes check rates","Yes, I send more when exchange rates are favorable","3","2","5","5","N/A","4","4","4","4","N/A","4","5","4","1","4","2","5","Mortgage;Credit cards","2","4","1","1","1","2","4","1","5","4","Agree – somewhat limits advancement","4","N/A","N/A","5","3","2","4","2","2","4","5","Documentation requirements;Lack of suitable financial products;Time constraints","Simplify the documentation requirements and reduce bureaucracy. Many migrants avoid formal channels due to complex paperwork and long processing times."
"2025/06/01 6:26:31 pm GMT+5:30","India","1 to 5 years","Unemployed","€30,001 – €50,000","Mobile home","I used to but no longer do","Not applicable","Informal channels (e.g., carried by friends/family)","4","3","4","4","3","5","Investment in property/busines;Savings in country of origin;Cultural or religious obligations;Repayment of debts;Vehicle purchase","Often check rates but don’t always time transfers accordingly","Yes, I send less when exchange rates are unfavorable","N/A","4","4","N/A","2","4","N/A","5","N/A","4","4","5","2","4","2","5","5","Investment/securities account;Mortgage;Pension plans (beyond mandatory pension)","1","3","1","2","4","3","3","4","4","1","Strongly agree – significantly limits advancement","2","2","2","4","3","5","4","4","4","5","3","Cultural differences in financial practices","Improve transparency in exchange rates and fees. Hidden costs make it difficult to plan finances effectively between remitting and saving locally."
